module,category,total_bugs,severity_weighted_total,critical_count,major_count,normal_count,minor_count,edf_count,ux_count,mx_count,mui_count,side_effect_count,at_found_count,function_count,stability_count,performance_count,regression_count,crash_count,anr_count,ui_count,localization_count,iap_count,regression_rate,automation_catch_rate,avg_repro_rate,median_repro_rate,avg_days_to_close,median_days_to_close,avg_builds_to_fix,median_builds_to_fix,open_count,closed_count,postpone_count,unique_reporters,probability_score_auto,impact_score,detectability_score,risk_score_final,quadrant,parsed_module,scoring_method,ai_reasoning
Auto Edit (Travel_04_title),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Auto Edit (Travel_04_title),ollama,Potential for data corruption due to incorrect editing of travel titles
Auto Tools,Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Auto Tools,ollama,The bug in the Editor Core module of Auto Tools has a medium impact and is somewhat detectable due to the presence of a critical bug with a major classification and a low automation catch rate.
Background(Sale_04),Background & Cutout,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Background(Sale_04),ollama,"The major bug in the Background module (Sale_04) indicates a moderate impact and relatively high detectability, as it is a critical issue in the Background & Cutout category."
Background(Sale_06),Background & Cutout,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Background(Sale_06),ollama,Critical bug found in Background module with Major severity
Background(Sale_14),Background & Cutout,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Background(Sale_14),ollama,"The module Background(Sale_14) has a moderate impact on the overall system due to its critical functionality, but its detection is relatively low due to the absence of any critical bugs. However, the presence of one major bug raises concerns about its potential to cause system issues."
Background(Sale_33),Background & Cutout,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Background(Sale_33),ollama,"Background and Cutout module has 1 major bug, indicating a moderate to high risk of impacting the overall application stability."
Background(Sale_10),Background & Cutout,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Background(Sale_10),ollama,Potential for data loss due to incorrect sale background settings
Background(Sale_37),Background & Cutout,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Background(Sale_37),ollama,Background(Sale_37) has a major bug (1/1) in Category Background & Cutout with no automation catch rate
Auto Edit(Slots),Editor Core,1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Auto Edit(Slots),ollama,Potential loss of data due to incorrect editing in Auto Edit feature. Difficulty in detecting the issue due to lack of clear error messages.
Auto Edit(Travel 02/Relationship 02/Yoga 01),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,12.0,12.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Auto Edit(Travel 02/Relationship 02/Yoga 01),ollama,"The 'Major' bug indicates a moderate to high impact on the system, and its detectability is relatively high, indicating a need for careful analysis and testing."
Auto Edit(v1 - Party_02_video),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,15.0,15.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Auto Edit(v1 - Party_02_video),ollama,"Potential data loss due to incorrect video editing, detectable through automated testing"
Auto Edit(elationship 02),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Auto Edit(elationship 02),ollama,High risk due to high major bug count and low automation catch rate in Editor Core module
"Menu, Produce, export",Export & Output,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,2,12,Q2 - Test Third,"Menu, Produce, export",ollama,"The export module has a high impact because it affects the overall functionality of the application, and medium detectability because it may not be immediately apparent to users, but could be identified through careful testing."
Audio Tool(HQ Denoise),Audio,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,4,3,12,Q2 - Test Third,Audio Tool(HQ Denoise),ollama,"Potential audio quality degradation due to HQ Denoise functionality, but impact may be mitigated by user settings and quality trade-offs."
Shortcut (Body Effect),Shortcut,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2,3,2,12,Q2 - Test Third,Shortcut (Body Effect),ollama,"The Shortcut module has a moderate impact on the overall system, but its detectability is relatively low due to its specific use case. The presence of one major bug and no critical bugs also suggests a moderate risk."
Shortcut(Crop&Rorate),Shortcut,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,54.0,54.0,0.0,0.0,0.0,0.0,0.0,1,2,3,2,12,Q2 - Test Third,Shortcut(Crop&Rorate),ollama,"High impact due to critical nature of the module, but low detectability due to low automation catch rate"
Shortcut (Text to Image),AI Features,1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,31.0,31.0,0.0,0.0,0.0,0.0,0.0,1,2,3,2,12,Q2 - Test Third,Shortcut (Text to Image),ollama,"Potential impact on user experience and accuracy of generated images, but may not be easily detectable due to lack of clear indicators of failure."
ShortCut(Video Enhancer),Enhance & Fix,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2,3,2,12,Q2 - Test Third,ShortCut(Video Enhancer),ollama,"The risk of failure in the ShortCut(Video Enhancer) module is moderate due to the presence of 1 major bug and a low automation catch rate. The module's category is Enhance & Fix, indicating that it is a critical function. However, the regression rate is extremely low, suggesting that the bug is likely isolated."
Auto Edit (Training),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Auto Edit (Training),ollama,Potential data loss due to incorrect editing functionality
Auto Edit (Relationship_06_title),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Auto Edit (Relationship_06_title),ollama,Potential data loss due to incorrect relationship title editing in Auto Edit module
Auto Edit (Relationship_02 (P.19)),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Auto Edit (Relationship_02 (P.19)),ollama,"Major bug detected in Editor Core module, potential risk to functionality and stability."
"Credit, Voice Clone",UI & Settings,1,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,4,3,12,Q2 - Test Third,"Credit, Voice Clone",ollama,Potential data breach or unauthorized access due to security vulnerability in credit and voice clone module
Effect Layer (Adjust),Visual Effects,1,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,0.5,0.5,30.0,30.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Effect Layer (Adjust),ollama,"Potential impact on visual effects, moderately detectable due to limited automation and potential for manual oversight"
Effect layer(Open & Close),Visual Effects,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Effect layer(Open & Close),ollama,"Potential for visual effects glitches to impact user experience, but relatively rare and difficult to detect"
Effect/Filter/Adjustment layer,Visual Effects,1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,54.0,54.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Effect/Filter/Adjustment layer,ollama,"The Effect/Filter/Adjustment layer has a moderate impact on the overall functionality of the application, but its complex nature makes it somewhat detectable if something goes wrong."
Background(Sale_40),Background & Cutout,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,4,3,12,Q2 - Test Third,Background(Sale_40),ollama,"Major bug with moderate impact due to its position in the Background module, which is a critical component of the application."
Cutout(Text-to-image),Background & Cutout,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Cutout(Text-to-image),ollama,"Potential for incorrect background removal, impacting image quality and usability"
Color Board(In/Out Motion),Visual Effects,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Color Board(In/Out Motion),ollama,"Potential issue with color board motion, requiring manual review to assess impact on visual effects."
Color Board(Motion),Visual Effects,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1,1,4,3,12,Q2 - Test Third,Color Board(Motion),ollama,"The Color Board(Motion) module in the Visual Effects category has a moderate impact on the overall system due to its potential for affecting user experience, but its detectability is relatively low due to the complexity of the visual effects."
Credit (Pro+),UI & Settings,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,9.0,9.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Credit (Pro+),ollama,Potential loss of user data or functionality due to UI & settings issues in the Credit module.
Credit system (Buy More),UI & Settings,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,11.0,11.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Credit system (Buy More),ollama,"The credit system's UI and settings are crucial to the user's experience and financial management. A regression in this module could lead to inaccurate credit tracking, affecting user trust and financial decisions."
Credits system(Stage server)(Log),UI & Settings,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Credits system(Stage server)(Log),ollama,"Potential issue with user's credit balance, affecting functionality in UI & Settings"
Auto Edit(Content - Birthday_02),Editor Core,1,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,89.0,89.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Auto Edit(Content - Birthday_02),ollama,Major bug in Editor Core module with potential impact on user data
Crop & Rotate/Mask/Adjust/Key Frame,Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Crop & Rotate/Mask/Adjust/Key Frame,ollama,Potential data loss and accuracy issues due to incorrect crop/mask/adjust operations
Cutout(Animated),Background & Cutout,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1,1,4,3,12,Q2 - Test Third,Cutout(Animated),ollama,"High risk due to potential major bug in the Cutout(Animated) module, which could impact the overall functionality of the Background & Cutout category."
Background(Sale_38),Background & Cutout,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Background(Sale_38),ollama,High risk of major bug due to lack of automation and low regression rate
Auto Edit(Crop),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,42.0,42.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Auto Edit(Crop),ollama,"The module has a moderate impact on the application's functionality, but its detectability is high due to the presence of a critical bug in the Editor Core category."
Auto Edit(Epic),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,76.0,76.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Auto Edit(Epic),ollama,"High impact due to critical functionality, but relatively low detectability due to automation catch rate"
Auto Edit(Family_01_Video),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1,1,4,3,12,Q2 - Test Third,Auto Edit(Family_01_Video),ollama,Major bug in Editor Core module Auto Edit with moderate detectability and high impact due to its critical function of auto-editing video content.
Auto Edit(Free user),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Auto Edit(Free user),ollama,"The module is a core feature of the editor, and a major bug was found, indicating a medium-high impact. The bug was not caught by automation, but its presence is detectable, indicating a moderate detectability."
Auto Edit(Hangout),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,15.0,15.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Auto Edit(Hangout),ollama,"High risk due to potential data corruption, but relatively low detectability due to automation catch rate"
Auto Edit(Party 02),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Auto Edit(Party 02),ollama,"High impact due to potential data loss, but relatively low detectability due to lack of user feedback."
AI Video Upscaler / Super Slow Motion,Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,4,3,12,Q2 - Test Third,AI Video Upscaler / Super Slow Motion,ollama,AI Video Upscaler / Super Slow Motion module in Editor Core category has a major bug with moderate impact and low detectability.
Shortcut - Manage,Shortcut,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1,2,3,2,12,Q2 - Test Third,Shortcut - Manage,ollama,Potential data loss due to incorrect shortcut management
Auto Edit (4-photo collage),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,20.0,20.0,446.0,446.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Auto Edit (4-photo collage),ollama,Potential data loss due to incorrect image placement in collage
Auto Edit (Party_02_Video),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,4,3,12,Q2 - Test Third,Auto Edit (Party_02_Video),ollama,"High impact due to critical feature, but difficult to detect due to lack of automated testing"
Auto Caption(English(UK/Canada)),Text & Captions,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1,1,4,3,12,Q2 - Test Third,Auto Caption(English(UK/Canada)),ollama,"Potential for incorrect captions, impacting user experience in English (UK/Canada) region."
Audio Ducking(Duck Amount),Audio,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1,1,4,3,12,Q2 - Test Third,Audio Ducking(Duck Amount),ollama,"Affects audio quality, may not be immediately noticeable but could cause issues with dialogue clarity."
Audio (voice-over),Audio,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Audio (voice-over),ollama,"A single major bug was identified in the Audio (voice-over) module, indicating a moderate to high impact due to its category. The detectability is relatively high due to the presence of a major bug."
APP Store,UI & Settings,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,APP Store,ollama,"High impact due to critical functionality, moderate detectability due to UI-related bug"
"Add Media(Pexels, Video)",Media Picker,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,4,3,12,Q2 - Test Third,"Add Media(Pexels, Video)",ollama,"The module handles adding media from Pexels and videos, which can be a complex functionality and may have edge cases. If not properly tested, it could lead to unexpected behavior or errors."
Adjust(Keyframe),Color & Adjust,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,13.0,13.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Adjust(Keyframe),ollama,"Adjusting keyframes may result in unintended color changes, but this is a complex issue and may be difficult to detect"
Adjust(Reset),Color & Adjust,1,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,28.0,28.0,0.0,0.0,0.0,0.0,0.0,1,1,4,3,12,Q2 - Test Third,Adjust(Reset),ollama,Potential for incorrect color adjustment could lead to user frustration and decreased usability.
Advanced Cutout,Background & Cutout,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Advanced Cutout,ollama,"Major bug found in Advanced Cutout module, impacting background and cutout functionality with moderate impact and relatively easy detection."
Appsflyer,Analytics,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,12.0,12.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Appsflyer,ollama,"Potential data integrity issue due to analytics module malfunction, detectable through monitoring of metrics discrepancies."
"Auto Caption, Speech to Text, STT (Subtitle_pop_03)[什麼都漲只有薪水不漲10mins]",Text & Captions,1,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,"Auto Caption, Speech to Text, STT (Subtitle_pop_03)[什麼都漲只有薪水不漲10mins]",ollama,"Potential issue with speech to text module affecting auto caption functionality, could lead to mislabeled subtitles."
Auto Edit (Demo page),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1,1,4,3,12,Q2 - Test Third,Auto Edit (Demo page),ollama,Potential data loss due to auto-edit feature malfunction in demo page
Auto Edit (Demo video),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,13.0,13.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Auto Edit (Demo video),ollama,High risk due to potential data loss and module functionality impact. Detectability is moderate due to the specific use case of the demo video.
Auto Edit (Epic),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Auto Edit (Epic),ollama,Potential data loss or corruption due to incorrect editing
Auto Edit (Epic_04_title),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Auto Edit (Epic_04_title),ollama,High risk due to the critical functionality of the module and the potential for undetected bugs.
Auto Edit (Epic_05_title),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,11.0,11.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Auto Edit (Epic_05_title),ollama,"Major bugs in the Editor Core module Auto Edit have a moderate impact on the overall application, and are likely to be caught by manual testing, but automation testing can also catch them"
Auto Edit (Esports),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1,1,4,3,12,Q2 - Test Third,Auto Edit (Esports),ollama,"Due to the critical nature of the Editor Core module in Auto Edit (Esports), a single critical bug (Major) has been detected. The low automation catch rate and regression rate suggest that the issue may have been caused by recent changes."
Auto Edit (Family 03),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1,1,4,3,12,Q2 - Test Third,Auto Edit (Family 03),ollama,"Major bug in Editor Core module, Auto Edit, with 1 total bug, indicating a moderate to high risk."
Auto Edit (Family_01_title),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Auto Edit (Family_01_title),ollama,"The Auto Edit module is a critical component of the Editor Core, and a bug in this module could have significant effects on the overall functionality of the editor. Although the bug rate is low, the major bug count indicates that the module is prone to errors. The low regression and automation catch rates suggest that the module may not be thoroughly tested."
Auto Edit (Family_03_title),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,26.0,26.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Auto Edit (Family_03_title),ollama,"Potential for incorrect editing of family titles, impacting editor functionality and user experience."
Auto Edit (Family_06_title),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,10.0,10.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Auto Edit (Family_06_title),ollama,"The module Auto Edit has a major bug in the Family_06_title category, which could have a moderate impact on the overall system functionality, but is relatively easy to detect due to the automated testing in place."
Auto Edit (Fashion_02_title),Editor Core,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Auto Edit (Fashion_02_title),ollama,Potential title editing issues in Fashion module could lead to user frustration and data inconsistencies.
Auto Caption(Demo Video),Text & Captions,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,50.0,50.0,0.0,0.0,0.0,0.0,0.0,1,1,4,3,12,Q2 - Test Third,Auto Caption(Demo Video),ollama,"Major bug in critical module, potential impact on user experience"
Auto Caption(Captio List),Text & Captions,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1,1,4,3,12,Q2 - Test Third,Auto Caption(Captio List),ollama,"Critical: 0, Major: 1, TotalBugs: 1, RegressionRate: 0.000, AutomationCatchRate: 0.000"
Auto Caption(Azure Fast Transcription API),Text & Captions,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,159.0,159.0,0.0,0.0,0.0,0.0,0.0,1,1,3,4,12,Q2 - Test Third,Auto Caption(Azure Fast Transcription API),ollama,Incorrect or missing captions in auto-captioned videos may cause misunderstandings or misinterpretations.
Music (By theme),Audio,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,2,12,Q2 - Test Third,Music (By theme),ollama,"Potential issue with audio playback due to regression from a previous version, with moderate impact and some effort required to identify."
Mixpanel(AIMusic_Apply_Success -> from),Analytics,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,2,12,Q2 - Test Third,Mixpanel(AIMusic_Apply_Success -> from),ollama,"The potential for data inaccuracies or loss due to analytics module issues is moderate, and the issue is likely to be detectable only after manual inspection."
Mixpanel(Chrun Recovery),Analytics,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1,2,3,2,12,Q2 - Test Third,Mixpanel(Chrun Recovery),ollama,"Critical bug found in Mixpanel analytics module, affecting business decision-making"
Mixpanel(Cool Effect),Analytics,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2,3,2,12,Q2 - Test Third,Mixpanel(Cool Effect),ollama,Potential data loss due to misconfigured analytics tracking.
Media room,Media Picker,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,9.0,9.0,0.0,0.0,0.0,0.0,0.0,1,2,3,2,12,Q2 - Test Third,Media room,ollama,Potential media picker functionality failure may go undetected due to lack of automation and low regression rate.
